,geography,stratum,date,resistance_pct,organism,series_id,model_region,prescribing_rate,month,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
163,London,Glycopeptides,2024-05-01,44.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.3,5,41.33,45.33,47.0,47.67,48.67,45.67,46.33,40.0,42.33,37.0,39.0,37.0
164,London,Glycopeptides,2024-06-01,41.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.3,6,44.0,41.33,45.33,47.0,47.67,48.67,45.67,46.33,40.0,42.33,37.0,39.0
165,London,Glycopeptides,2024-07-01,48.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.3,7,41.67,44.0,41.33,45.33,47.0,47.67,48.67,45.67,46.33,40.0,42.33,37.0
166,London,Glycopeptides,2024-08-01,46.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.29,8,48.33,41.67,44.0,41.33,45.33,47.0,47.67,48.67,45.67,46.33,40.0,42.33
167,London,Glycopeptides,2024-09-01,51.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.29,9,46.67,48.33,41.67,44.0,41.33,45.33,47.0,47.67,48.67,45.67,46.33,40.0
168,London,Glycopeptides,2024-10-01,48.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.29,10,51.67,46.67,48.33,41.67,44.0,41.33,45.33,47.0,47.67,48.67,45.67,46.33
169,London,Glycopeptides,2024-11-01,47.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.28,11,48.33,51.67,46.67,48.33,41.67,44.0,41.33,45.33,47.0,47.67,48.67,45.67
170,London,Glycopeptides,2024-12-01,44.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.28,12,47.0,48.33,51.67,46.67,48.33,41.67,44.0,41.33,45.33,47.0,47.67,48.67
171,London,Glycopeptides,2025-01-01,51.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.27,1,44.33,47.0,48.33,51.67,46.67,48.33,41.67,44.0,41.33,45.33,47.0,47.67
172,London,Glycopeptides,2025-02-01,48.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.26,2,51.0,44.33,47.0,48.33,51.67,46.67,48.33,41.67,44.0,41.33,45.33,47.0
173,London,Glycopeptides,2025-03-01,59.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.25,3,48.33,51.0,44.33,47.0,48.33,51.67,46.67,48.33,41.67,44.0,41.33,45.33
174,London,Glycopeptides,2025-04-01,49.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.23,4,59.67,48.33,51.0,44.33,47.0,48.33,51.67,46.67,48.33,41.67,44.0,41.33
175,London,Glycopeptides,2025-05-01,54.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.21,5,49.67,59.67,48.33,51.0,44.33,47.0,48.33,51.67,46.67,48.33,41.67,44.0
176,London,Glycopeptides,2025-06-01,42.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.2,6,54.0,49.67,59.67,48.33,51.0,44.33,47.0,48.33,51.67,46.67,48.33,41.67
189,North East,Glycopeptides,2021-08-01,15.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.39,8,16.0,14.67,14.67,12.67,13.0,13.33,13.0,13.0,15.33,16.0,16.0,12.67
190,North East,Glycopeptides,2021-09-01,16.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.41,9,15.33,16.0,14.67,14.67,12.67,13.0,13.33,13.0,13.0,15.33,16.0,16.0
191,North East,Glycopeptides,2021-10-01,15.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.44,10,16.0,15.33,16.0,14.67,14.67,12.67,13.0,13.33,13.0,13.0,15.33,16.0
192,North East,Glycopeptides,2021-11-01,13.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.47,11,15.0,16.0,15.33,16.0,14.67,14.67,12.67,13.0,13.33,13.0,13.0,15.33
193,North East,Glycopeptides,2021-12-01,12.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.51,12,13.67,15.0,16.0,15.33,16.0,14.67,14.67,12.67,13.0,13.33,13.0,13.0
194,North East,Glycopeptides,2022-01-01,10.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.52,1,12.33,13.67,15.0,16.0,15.33,16.0,14.67,14.67,12.67,13.0,13.33,13.0
195,North East,Glycopeptides,2022-02-01,12.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.53,2,10.0,12.33,13.67,15.0,16.0,15.33,16.0,14.67,14.67,12.67,13.0,13.33
196,North East,Glycopeptides,2022-03-01,15.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.56,3,12.33,10.0,12.33,13.67,15.0,16.0,15.33,16.0,14.67,14.67,12.67,13.0
197,North East,Glycopeptides,2022-04-01,20.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.58,4,15.0,12.33,10.0,12.33,13.67,15.0,16.0,15.33,16.0,14.67,14.67,12.67
198,North East,Glycopeptides,2022-05-01,17.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.61,5,20.0,15.0,12.33,10.0,12.33,13.67,15.0,16.0,15.33,16.0,14.67,14.67
199,North East,Glycopeptides,2022-06-01,16.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.62,6,17.67,20.0,15.0,12.33,10.0,12.33,13.67,15.0,16.0,15.33,16.0,14.67
200,North East,Glycopeptides,2022-07-01,12.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.62,7,16.33,17.67,20.0,15.0,12.33,10.0,12.33,13.67,15.0,16.0,15.33,16.0
201,North East,Glycopeptides,2022-08-01,15.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.63,8,12.33,16.33,17.67,20.0,15.0,12.33,10.0,12.33,13.67,15.0,16.0,15.33
202,North East,Glycopeptides,2022-09-01,18.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.62,9,15.0,12.33,16.33,17.67,20.0,15.0,12.33,10.0,12.33,13.67,15.0,16.0
203,North East,Glycopeptides,2022-10-01,17.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.63,10,18.0,15.0,12.33,16.33,17.67,20.0,15.0,12.33,10.0,12.33,13.67,15.0
204,North East,Glycopeptides,2022-11-01,16.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.63,11,17.67,18.0,15.0,12.33,16.33,17.67,20.0,15.0,12.33,10.0,12.33,13.67
205,North East,Glycopeptides,2022-12-01,12.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.69,12,16.0,17.67,18.0,15.0,12.33,16.33,17.67,20.0,15.0,12.33,10.0,12.33
206,North East,Glycopeptides,2023-01-01,12.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.74,1,12.0,16.0,17.67,18.0,15.0,12.33,16.33,17.67,20.0,15.0,12.33,10.0
207,North East,Glycopeptides,2023-02-01,10.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.76,2,12.0,12.0,16.0,17.67,18.0,15.0,12.33,16.33,17.67,20.0,15.0,12.33
208,North East,Glycopeptides,2023-03-01,16.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.78,3,10.67,12.0,12.0,16.0,17.67,18.0,15.0,12.33,16.33,17.67,20.0,15.0
209,North East,Glycopeptides,2023-04-01,16.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.78,4,16.33,10.67,12.0,12.0,16.0,17.67,18.0,15.0,12.33,16.33,17.67,20.0
210,North East,Glycopeptides,2023-05-01,20.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.79,5,16.67,16.33,10.67,12.0,12.0,16.0,17.67,18.0,15.0,12.33,16.33,17.67
211,North East,Glycopeptides,2023-06-01,14.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.79,6,20.33,16.67,16.33,10.67,12.0,12.0,16.0,17.67,18.0,15.0,12.33,16.33
212,North East,Glycopeptides,2023-07-01,12.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.79,7,14.0,20.33,16.67,16.33,10.67,12.0,12.0,16.0,17.67,18.0,15.0,12.33
213,North East,Glycopeptides,2023-08-01,10.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.79,8,12.67,14.0,20.33,16.67,16.33,10.67,12.0,12.0,16.0,17.67,18.0,15.0
214,North East,Glycopeptides,2023-09-01,11.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.79,9,10.33,12.67,14.0,20.33,16.67,16.33,10.67,12.0,12.0,16.0,17.67,18.0
215,North East,Glycopeptides,2023-10-01,13.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.8,10,11.33,10.33,12.67,14.0,20.33,16.67,16.33,10.67,12.0,12.0,16.0,17.67
216,North East,Glycopeptides,2023-11-01,10.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.79,11,13.0,11.33,10.33,12.67,14.0,20.33,16.67,16.33,10.67,12.0,12.0,16.0
217,North East,Glycopeptides,2023-12-01,10.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.74,12,10.67,13.0,11.33,10.33,12.67,14.0,20.33,16.67,16.33,10.67,12.0,12.0
218,North East,Glycopeptides,2024-01-01,10.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.74,1,10.33,10.67,13.0,11.33,10.33,12.67,14.0,20.33,16.67,16.33,10.67,12.0
219,North East,Glycopeptides,2024-02-01,10.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.74,2,10.33,10.33,10.67,13.0,11.33,10.33,12.67,14.0,20.33,16.67,16.33,10.67
220,North East,Glycopeptides,2024-03-01,11.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.73,3,10.33,10.33,10.33,10.67,13.0,11.33,10.33,12.67,14.0,20.33,16.67,16.33
221,North East,Glycopeptides,2024-04-01,11.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.75,4,11.33,10.33,10.33,10.33,10.67,13.0,11.33,10.33,12.67,14.0,20.33,16.67
222,North East,Glycopeptides,2024-05-01,13.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.75,5,11.0,11.33,10.33,10.33,10.33,10.67,13.0,11.33,10.33,12.67,14.0,20.33
223,North East,Glycopeptides,2024-06-01,13.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.74,6,13.33,11.0,11.33,10.33,10.33,10.33,10.67,13.0,11.33,10.33,12.67,14.0
224,North East,Glycopeptides,2024-07-01,11.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.75,7,13.67,13.33,11.0,11.33,10.33,10.33,10.33,10.67,13.0,11.33,10.33,12.67
225,North East,Glycopeptides,2024-08-01,11.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.73,8,11.33,13.67,13.33,11.0,11.33,10.33,10.33,10.33,10.67,13.0,11.33,10.33
226,North East,Glycopeptides,2024-09-01,9.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.73,9,11.33,11.33,13.67,13.33,11.0,11.33,10.33,10.33,10.33,10.67,13.0,11.33
227,North East,Glycopeptides,2024-10-01,13.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.72,10,9.33,11.33,11.33,13.67,13.33,11.0,11.33,10.33,10.33,10.33,10.67,13.0
228,North East,Glycopeptides,2024-11-01,15.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.71,11,13.67,9.33,11.33,11.33,13.67,13.33,11.0,11.33,10.33,10.33,10.33,10.67
229,North East,Glycopeptides,2024-12-01,18.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.7,12,15.67,13.67,9.33,11.33,11.33,13.67,13.33,11.0,11.33,10.33,10.33,10.33
230,North East,Glycopeptides,2025-01-01,19.33,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.68,1,18.0,15.67,13.67,9.33,11.33,11.33,13.67,13.33,11.0,11.33,10.33,10.33
231,North East,Glycopeptides,2025-02-01,19.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.66,2,19.33,18.0,15.67,13.67,9.33,11.33,11.33,13.67,13.33,11.0,11.33,10.33
232,North East,Glycopeptides,2025-03-01,18.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.64,3,19.67,19.33,18.0,15.67,13.67,9.33,11.33,11.33,13.67,13.33,11.0,11.33
233,North East,Glycopeptides,2025-04-01,18.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.62,4,18.0,19.67,19.33,18.0,15.67,13.67,9.33,11.33,11.33,13.67,13.33,11.0
234,North East,Glycopeptides,2025-05-01,18.0,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.6,5,18.0,18.0,19.67,19.33,18.0,15.67,13.67,9.33,11.33,11.33,13.67,13.33
235,North East,Glycopeptides,2025-06-01,19.67,e_faecalis,e_faecalis__Glycopeptides__North East,North East and Yorkshire,1.59,6,18.0,18.0,18.0,19.67,19.33,18.0,15.67,13.67,9.33,11.33,11.33,13.67
248,North West,Glycopeptides,2021-08-01,43.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.4,8,40.0,41.33,47.0,45.67,46.33,42.67,42.67,41.33,40.67,36.0,33.33,34.0
249,North West,Glycopeptides,2021-09-01,43.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.42,9,43.33,40.0,41.33,47.0,45.67,46.33,42.67,42.67,41.33,40.67,36.0,33.33
250,North West,Glycopeptides,2021-10-01,44.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.45,10,43.0,43.33,40.0,41.33,47.0,45.67,46.33,42.67,42.67,41.33,40.67,36.0
251,North West,Glycopeptides,2021-11-01,42.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.49,11,44.33,43.0,43.33,40.0,41.33,47.0,45.67,46.33,42.67,42.67,41.33,40.67
252,North West,Glycopeptides,2021-12-01,45.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.53,12,42.67,44.33,43.0,43.33,40.0,41.33,47.0,45.67,46.33,42.67,42.67,41.33
253,North West,Glycopeptides,2022-01-01,42.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.53,1,45.0,42.67,44.33,43.0,43.33,40.0,41.33,47.0,45.67,46.33,42.67,42.67
254,North West,Glycopeptides,2022-02-01,34.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.55,2,42.67,45.0,42.67,44.33,43.0,43.33,40.0,41.33,47.0,45.67,46.33,42.67
255,North West,Glycopeptides,2022-03-01,33.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.58,3,34.33,42.67,45.0,42.67,44.33,43.0,43.33,40.0,41.33,47.0,45.67,46.33
256,North West,Glycopeptides,2022-04-01,31.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.61,4,33.33,34.33,42.67,45.0,42.67,44.33,43.0,43.33,40.0,41.33,47.0,45.67
257,North West,Glycopeptides,2022-05-01,37.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.63,5,31.33,33.33,34.33,42.67,45.0,42.67,44.33,43.0,43.33,40.0,41.33,47.0
258,North West,Glycopeptides,2022-06-01,38.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.64,6,37.0,31.33,33.33,34.33,42.67,45.0,42.67,44.33,43.0,43.33,40.0,41.33
259,North West,Glycopeptides,2022-07-01,41.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.65,7,38.0,37.0,31.33,33.33,34.33,42.67,45.0,42.67,44.33,43.0,43.33,40.0
260,North West,Glycopeptides,2022-08-01,46.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.66,8,41.67,38.0,37.0,31.33,33.33,34.33,42.67,45.0,42.67,44.33,43.0,43.33
261,North West,Glycopeptides,2022-09-01,44.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.65,9,46.33,41.67,38.0,37.0,31.33,33.33,34.33,42.67,45.0,42.67,44.33,43.0
262,North West,Glycopeptides,2022-10-01,47.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.65,10,44.33,46.33,41.67,38.0,37.0,31.33,33.33,34.33,42.67,45.0,42.67,44.33
263,North West,Glycopeptides,2022-11-01,40.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.65,11,47.33,44.33,46.33,41.67,38.0,37.0,31.33,33.33,34.33,42.67,45.0,42.67
264,North West,Glycopeptides,2022-12-01,43.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.72,12,40.33,47.33,44.33,46.33,41.67,38.0,37.0,31.33,33.33,34.33,42.67,45.0
265,North West,Glycopeptides,2023-01-01,37.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.77,1,43.67,40.33,47.33,44.33,46.33,41.67,38.0,37.0,31.33,33.33,34.33,42.67
266,North West,Glycopeptides,2023-02-01,42.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.8,2,37.67,43.67,40.33,47.33,44.33,46.33,41.67,38.0,37.0,31.33,33.33,34.33
267,North West,Glycopeptides,2023-03-01,45.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.81,3,42.67,37.67,43.67,40.33,47.33,44.33,46.33,41.67,38.0,37.0,31.33,33.33
268,North West,Glycopeptides,2023-04-01,49.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.81,4,45.67,42.67,37.67,43.67,40.33,47.33,44.33,46.33,41.67,38.0,37.0,31.33
269,North West,Glycopeptides,2023-05-01,50.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.81,5,49.0,45.67,42.67,37.67,43.67,40.33,47.33,44.33,46.33,41.67,38.0,37.0
270,North West,Glycopeptides,2023-06-01,44.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.81,6,50.33,49.0,45.67,42.67,37.67,43.67,40.33,47.33,44.33,46.33,41.67,38.0
271,North West,Glycopeptides,2023-07-01,45.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.8,7,44.0,50.33,49.0,45.67,42.67,37.67,43.67,40.33,47.33,44.33,46.33,41.67
272,North West,Glycopeptides,2023-08-01,42.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.81,8,45.33,44.0,50.33,49.0,45.67,42.67,37.67,43.67,40.33,47.33,44.33,46.33
273,North West,Glycopeptides,2023-09-01,42.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.81,9,42.0,45.33,44.0,50.33,49.0,45.67,42.67,37.67,43.67,40.33,47.33,44.33
274,North West,Glycopeptides,2023-10-01,45.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.81,10,42.67,42.0,45.33,44.0,50.33,49.0,45.67,42.67,37.67,43.67,40.33,47.33
275,North West,Glycopeptides,2023-11-01,47.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.8,11,45.0,42.67,42.0,45.33,44.0,50.33,49.0,45.67,42.67,37.67,43.67,40.33
276,North West,Glycopeptides,2023-12-01,50.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.74,12,47.67,45.0,42.67,42.0,45.33,44.0,50.33,49.0,45.67,42.67,37.67,43.67
277,North West,Glycopeptides,2024-01-01,49.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.74,1,50.33,47.67,45.0,42.67,42.0,45.33,44.0,50.33,49.0,45.67,42.67,37.67
278,North West,Glycopeptides,2024-02-01,47.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.74,2,49.0,50.33,47.67,45.0,42.67,42.0,45.33,44.0,50.33,49.0,45.67,42.67
279,North West,Glycopeptides,2024-03-01,46.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.73,3,47.67,49.0,50.33,47.67,45.0,42.67,42.0,45.33,44.0,50.33,49.0,45.67
280,North West,Glycopeptides,2024-04-01,46.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.74,4,46.0,47.67,49.0,50.33,47.67,45.0,42.67,42.0,45.33,44.0,50.33,49.0
281,North West,Glycopeptides,2024-05-01,42.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.74,5,46.0,46.0,47.67,49.0,50.33,47.67,45.0,42.67,42.0,45.33,44.0,50.33
282,North West,Glycopeptides,2024-06-01,43.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.74,6,42.67,46.0,46.0,47.67,49.0,50.33,47.67,45.0,42.67,42.0,45.33,44.0
283,North West,Glycopeptides,2024-07-01,44.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.74,7,43.67,42.67,46.0,46.0,47.67,49.0,50.33,47.67,45.0,42.67,42.0,45.33
284,North West,Glycopeptides,2024-08-01,47.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.72,8,44.33,43.67,42.67,46.0,46.0,47.67,49.0,50.33,47.67,45.0,42.67,42.0
285,North West,Glycopeptides,2024-09-01,46.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.71,9,47.67,44.33,43.67,42.67,46.0,46.0,47.67,49.0,50.33,47.67,45.0,42.67
286,North West,Glycopeptides,2024-10-01,46.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.7,10,46.0,47.67,44.33,43.67,42.67,46.0,46.0,47.67,49.0,50.33,47.67,45.0
287,North West,Glycopeptides,2024-11-01,43.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.68,11,46.0,46.0,47.67,44.33,43.67,42.67,46.0,46.0,47.67,49.0,50.33,47.67
288,North West,Glycopeptides,2024-12-01,45.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.67,12,43.67,46.0,46.0,47.67,44.33,43.67,42.67,46.0,46.0,47.67,49.0,50.33
289,North West,Glycopeptides,2025-01-01,47.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.65,1,45.0,43.67,46.0,46.0,47.67,44.33,43.67,42.67,46.0,46.0,47.67,49.0
290,North West,Glycopeptides,2025-02-01,47.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.62,2,47.67,45.0,43.67,46.0,46.0,47.67,44.33,43.67,42.67,46.0,46.0,47.67
291,North West,Glycopeptides,2025-03-01,49.0,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.6,3,47.67,47.67,45.0,43.67,46.0,46.0,47.67,44.33,43.67,42.67,46.0,46.0
292,North West,Glycopeptides,2025-04-01,48.67,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.58,4,49.0,47.67,47.67,45.0,43.67,46.0,46.0,47.67,44.33,43.67,42.67,46.0
293,North West,Glycopeptides,2025-05-01,51.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.56,5,48.67,49.0,47.67,47.67,45.0,43.67,46.0,46.0,47.67,44.33,43.67,42.67
294,North West,Glycopeptides,2025-06-01,50.33,e_faecalis,e_faecalis__Glycopeptides__North West,North West,1.55,6,51.33,48.67,49.0,47.67,47.67,45.0,43.67,46.0,46.0,47.67,44.33,43.67
307,South East,Glycopeptides,2020-11-01,46.33,e_faecalis,e_faecalis__Glycopeptides__South East,South East,1.31,11,45.33,45.33,45.33,45.33,46.33,46.33,46.33,46.33,45.67,45.67,45.67,45.67
308,South East,Glycopeptides,2020-11-01,46.33,e_faecalis,e_faecalis__Glycopeptides__South East,South East,0.76,11,46.33,45.33,45.33,45.33,45.33,46.33,46.33,46.33,46.33,45.67,45.67,45.67
309,South East,Glycopeptides,2020-11-01,46.33,e_faecalis,e_faecalis__Glycopeptides__South East,South East,10.19,11,46.33,46.33,45.33,45.33,45.33,45.33,46.33,46.33,46.33,46.33,45.67,45.67
310,South East,Glycopeptides,2020-11-01,46.33,e_faecalis,e_faecalis__Glycopeptides__South East,South East,27.72,11,46.33,46.33,46.33,45.33,45.33,45.33,45.33,46.33,46.33,46.33,46.33,45.67
311,South East,Glycopeptides,2020-12-01,46.67,e_faecalis,e_faecalis__Glycopeptides__South East,South East,1.27,12,46.33,46.33,46.33,46.33,45.33,45.33,45.33,45.33,46.33,46.33,46.33,46.33
312,South East,Glycopeptides,2020-12-01,46.67,e_faecalis,e_faecalis__Glycopeptides__South East,South East,0.78,12,46.67,46.33,46.33,46.33,46.33,45.33,45.33,45.33,45.33,46.33,46.33,46.33
313,South East,Glycopeptides,2020-12-01,46.67,e_faecalis,e_faecalis__Glycopeptides__South East,South East,10.49,12,46.67,46.67,46.33,46.33,46.33,46.33,45.33,45.33,45.33,45.33,46.33,46.33
314,South East,Glycopeptides,2020-12-01,46.67,e_faecalis,e_faecalis__Glycopeptides__South East,South East,27.73,12,46.67,46.67,46.67,46.33,46.33,46.33,46.33,45.33,45.33,45.33,45.33,46.33
