,geography,stratum,organism,date,resistance_pct
419,East of England,Amikacin,E-coli,2022-06-01,2.84
420,East of England,Amikacin,E-coli,2022-07-01,3.03
421,East of England,Amikacin,E-coli,2022-08-01,2.85
422,East of England,Amikacin,E-coli,2022-09-01,1.94
423,East of England,Amikacin,E-coli,2022-10-01,1.54
424,East of England,Amikacin,E-coli,2022-11-01,2.19
425,East of England,Amikacin,E-coli,2022-12-01,2.24
426,East of England,Amikacin,E-coli,2023-01-01,3.12
427,East of England,Amikacin,E-coli,2023-02-01,3.2
428,East of England,Amikacin,E-coli,2023-03-01,3.86
429,East of England,Amikacin,E-coli,2023-04-01,3.93
430,East of England,Amikacin,E-coli,2023-05-01,3.77
431,East of England,Amikacin,E-coli,2023-06-01,4.49
432,East of England,Amikacin,E-coli,2023-07-01,4.12
433,East of England,Amikacin,E-coli,2023-08-01,4.6
434,East of England,Amikacin,E-coli,2023-09-01,4.81
435,East of England,Amikacin,E-coli,2023-10-01,5.5
436,East of England,Amikacin,E-coli,2023-11-01,4.79
437,East of England,Amikacin,E-coli,2023-12-01,4.01
438,East of England,Amikacin,E-coli,2024-01-01,3.33
439,East of England,Amikacin,E-coli,2024-02-01,3.27
440,East of England,Amikacin,E-coli,2024-03-01,3.89
441,East of England,Amikacin,E-coli,2024-04-01,3.99
442,East of England,Amikacin,E-coli,2024-05-01,4.04
443,East of England,Amikacin,E-coli,2024-06-01,3.65
444,East of England,Amikacin,E-coli,2024-07-01,3.19
445,East of England,Amikacin,E-coli,2024-08-01,2.51
446,East of England,Amikacin,E-coli,2024-09-01,2.22
447,East of England,Amikacin,E-coli,2024-10-01,2.47
448,East of England,Amikacin,E-coli,2024-11-01,3.5
449,East of England,Amikacin,E-coli,2024-12-01,3.46
450,East of England,Amikacin,E-coli,2025-01-01,2.9
451,East of England,Amikacin,E-coli,2025-02-01,2.4
452,East of England,Amikacin,E-coli,2025-03-01,2.62
453,East of England,Amikacin,E-coli,2025-04-01,3.71
454,East of England,Amikacin,E-coli,2025-05-01,3.7
455,East of England,Amikacin,E-coli,2025-06-01,3.14
456,East of England,Carbapenems,E-coli,2020-10-01,0.11
457,East of England,Carbapenems,E-coli,2020-11-01,0.0
458,East of England,Carbapenems,E-coli,2020-12-01,0.14
459,East of England,Carbapenems,E-coli,2021-01-01,0.13
460,East of England,Carbapenems,E-coli,2021-02-01,0.13
461,East of England,Carbapenems,E-coli,2021-03-01,0.12
462,East of England,Carbapenems,E-coli,2021-04-01,0.11
463,East of England,Carbapenems,E-coli,2021-05-01,0.21
464,East of England,Carbapenems,E-coli,2021-06-01,0.1
465,East of England,Carbapenems,E-coli,2021-07-01,0.1
466,East of England,Carbapenems,E-coli,2021-08-01,0.0
467,East of England,Carbapenems,E-coli,2021-09-01,0.1
468,East of England,Carbapenems,E-coli,2021-10-01,0.1
469,East of England,Carbapenems,E-coli,2021-11-01,0.1
470,East of England,Carbapenems,E-coli,2021-12-01,0.0
471,East of England,Carbapenems,E-coli,2022-01-01,0.0
472,East of England,Carbapenems,E-coli,2022-02-01,0.0
473,East of England,Carbapenems,E-coli,2022-03-01,0.12
474,East of England,Carbapenems,E-coli,2022-04-01,0.11
475,East of England,Carbapenems,E-coli,2022-05-01,0.11
476,East of England,Carbapenems,E-coli,2022-06-01,0.0
477,East of England,Carbapenems,E-coli,2022-07-01,0.0
478,East of England,Carbapenems,E-coli,2022-08-01,0.0
479,East of England,Carbapenems,E-coli,2022-09-01,0.19
480,East of England,Carbapenems,E-coli,2022-10-01,0.19
481,East of England,Carbapenems,E-coli,2022-11-01,0.2
482,East of England,Carbapenems,E-coli,2022-12-01,0.11
483,East of England,Carbapenems,E-coli,2023-01-01,0.32
484,East of England,Carbapenems,E-coli,2023-02-01,0.34
485,East of England,Carbapenems,E-coli,2023-03-01,0.21
486,East of England,Carbapenems,E-coli,2023-04-01,0.21
487,East of England,Carbapenems,E-coli,2023-05-01,0.29
488,East of England,Carbapenems,E-coli,2023-06-01,0.29
489,East of England,Carbapenems,E-coli,2023-07-01,0.09
490,East of England,Carbapenems,E-coli,2023-08-01,0.0
491,East of England,Carbapenems,E-coli,2023-09-01,0.09
492,East of England,Carbapenems,E-coli,2023-10-01,0.09
493,East of England,Carbapenems,E-coli,2023-11-01,0.2
494,East of England,Carbapenems,E-coli,2023-12-01,0.2
495,East of England,Carbapenems,E-coli,2024-01-01,0.2
496,East of England,Carbapenems,E-coli,2024-02-01,0.1
497,East of England,Carbapenems,E-coli,2024-03-01,0.0
498,East of England,Carbapenems,E-coli,2024-04-01,0.29
499,East of England,Carbapenems,E-coli,2024-05-01,0.27
500,East of England,Carbapenems,E-coli,2024-06-01,0.26
501,East of England,Carbapenems,E-coli,2024-07-01,0.08
502,East of England,Carbapenems,E-coli,2024-08-01,0.08
503,East of England,Carbapenems,E-coli,2024-09-01,0.08
504,East of England,Carbapenems,E-coli,2024-10-01,0.0
505,East of England,Carbapenems,E-coli,2024-11-01,0.0
506,East of England,Carbapenems,E-coli,2024-12-01,0.09
507,East of England,Carbapenems,E-coli,2025-01-01,0.09
508,East of England,Carbapenems,E-coli,2025-02-01,0.19
509,East of England,Carbapenems,E-coli,2025-03-01,0.09
510,East of England,Carbapenems,E-coli,2025-04-01,0.1
511,East of England,Carbapenems,E-coli,2025-05-01,0.0
512,East of England,Carbapenems,E-coli,2025-06-01,0.09
513,East of England,Ciprofloxacin,E-coli,2020-10-01,20.41
514,East of England,Ciprofloxacin,E-coli,2020-11-01,19.18
515,East of England,Ciprofloxacin,E-coli,2020-12-01,18.21
516,East of England,Ciprofloxacin,E-coli,2021-01-01,17.8
517,East of England,Ciprofloxacin,E-coli,2021-02-01,18.3
518,East of England,Ciprofloxacin,E-coli,2021-03-01,19.04
519,East of England,Ciprofloxacin,E-coli,2021-04-01,19.07
520,East of England,Ciprofloxacin,E-coli,2021-05-01,19.33
521,East of England,Ciprofloxacin,E-coli,2021-06-01,18.42
522,East of England,Ciprofloxacin,E-coli,2021-07-01,17.35
523,East of England,Ciprofloxacin,E-coli,2021-08-01,17.58
524,East of England,Ciprofloxacin,E-coli,2021-09-01,17.85
525,East of England,Ciprofloxacin,E-coli,2021-10-01,17.77
526,East of England,Ciprofloxacin,E-coli,2021-11-01,16.48
527,East of England,Ciprofloxacin,E-coli,2021-12-01,16.49
528,East of England,Ciprofloxacin,E-coli,2022-01-01,16.27
529,East of England,Ciprofloxacin,E-coli,2022-02-01,15.04
530,East of England,Ciprofloxacin,E-coli,2022-03-01,15.65
531,East of England,Ciprofloxacin,E-coli,2022-04-01,16.0
532,East of England,Ciprofloxacin,E-coli,2022-05-01,18.24
533,East of England,Ciprofloxacin,E-coli,2022-06-01,18.2
534,East of England,Ciprofloxacin,E-coli,2022-07-01,18.01
535,East of England,Ciprofloxacin,E-coli,2022-08-01,17.05
536,East of England,Ciprofloxacin,E-coli,2022-09-01,16.26
537,East of England,Ciprofloxacin,E-coli,2022-10-01,16.93
538,East of England,Ciprofloxacin,E-coli,2022-11-01,18.06
539,East of England,Ciprofloxacin,E-coli,2022-12-01,19.63
540,East of England,Ciprofloxacin,E-coli,2023-01-01,20.99
541,East of England,Ciprofloxacin,E-coli,2023-02-01,21.99
542,East of England,Ciprofloxacin,E-coli,2023-03-01,20.64
543,East of England,Ciprofloxacin,E-coli,2023-04-01,20.63
544,East of England,Ciprofloxacin,E-coli,2023-05-01,19.76
545,East of England,Ciprofloxacin,E-coli,2023-06-01,20.69
546,East of England,Ciprofloxacin,E-coli,2023-07-01,19.4
547,East of England,Ciprofloxacin,E-coli,2023-08-01,19.47
548,East of England,Ciprofloxacin,E-coli,2023-09-01,19.05
549,East of England,Ciprofloxacin,E-coli,2023-10-01,18.44
550,East of England,Ciprofloxacin,E-coli,2023-11-01,18.85
551,East of England,Ciprofloxacin,E-coli,2023-12-01,17.25
552,East of England,Ciprofloxacin,E-coli,2024-01-01,17.97
553,East of England,Ciprofloxacin,E-coli,2024-02-01,17.29
554,East of England,Ciprofloxacin,E-coli,2024-03-01,18.07
555,East of England,Ciprofloxacin,E-coli,2024-04-01,19.13
556,East of England,Ciprofloxacin,E-coli,2024-05-01,19.28
557,East of England,Ciprofloxacin,E-coli,2024-06-01,20.89
558,East of England,Ciprofloxacin,E-coli,2024-07-01,21.06
559,East of England,Ciprofloxacin,E-coli,2024-08-01,21.89
560,East of England,Ciprofloxacin,E-coli,2024-09-01,20.53
561,East of England,Ciprofloxacin,E-coli,2024-10-01,19.09
562,East of England,Ciprofloxacin,E-coli,2024-11-01,17.73
563,East of England,Ciprofloxacin,E-coli,2024-12-01,17.75
564,East of England,Ciprofloxacin,E-coli,2025-01-01,18.12
565,East of England,Ciprofloxacin,E-coli,2025-02-01,19.28
566,East of England,Ciprofloxacin,E-coli,2025-03-01,19.12
567,East of England,Ciprofloxacin,E-coli,2025-04-01,18.68
568,East of England,Ciprofloxacin,E-coli,2025-05-01,16.21
569,East of England,Ciprofloxacin,E-coli,2025-06-01,15.84
570,East of England,Co-amoxiclav,E-coli,2020-10-01,46.97
571,East of England,Co-amoxiclav,E-coli,2020-11-01,46.03
572,East of England,Co-amoxiclav,E-coli,2020-12-01,44.2
573,East of England,Co-amoxiclav,E-coli,2021-01-01,43.76
574,East of England,Co-amoxiclav,E-coli,2021-02-01,43.52
575,East of England,Co-amoxiclav,E-coli,2021-03-01,45.99
576,East of England,Co-amoxiclav,E-coli,2021-04-01,46.78
577,East of England,Co-amoxiclav,E-coli,2021-05-01,43.7
578,East of England,Co-amoxiclav,E-coli,2021-06-01,43.4
579,East of England,Co-amoxiclav,E-coli,2021-07-01,41.91
580,East of England,Co-amoxiclav,E-coli,2021-08-01,44.97
581,East of England,Co-amoxiclav,E-coli,2021-09-01,43.78
582,East of England,Co-amoxiclav,E-coli,2021-10-01,44.48
583,East of England,Co-amoxiclav,E-coli,2021-11-01,42.91
584,East of England,Co-amoxiclav,E-coli,2021-12-01,42.42
585,East of England,Co-amoxiclav,E-coli,2022-01-01,41.65
586,East of England,Co-amoxiclav,E-coli,2022-02-01,44.25
587,East of England,Co-amoxiclav,E-coli,2022-03-01,45.57
588,East of England,Co-amoxiclav,E-coli,2022-04-01,44.46
589,East of England,Co-amoxiclav,E-coli,2022-05-01,42.87
590,East of England,Co-amoxiclav,E-coli,2022-06-01,41.86
591,East of England,Co-amoxiclav,E-coli,2022-07-01,42.74
592,East of England,Co-amoxiclav,E-coli,2022-08-01,43.22
593,East of England,Co-amoxiclav,E-coli,2022-09-01,44.54
594,East of England,Co-amoxiclav,E-coli,2022-10-01,42.3
595,East of England,Co-amoxiclav,E-coli,2022-11-01,42.3
596,East of England,Co-amoxiclav,E-coli,2022-12-01,44.57
597,East of England,Co-amoxiclav,E-coli,2023-01-01,49.21
598,East of England,Co-amoxiclav,E-coli,2023-02-01,48.94
599,East of England,Co-amoxiclav,E-coli,2023-03-01,46.87
600,East of England,Co-amoxiclav,E-coli,2023-04-01,45.16
601,East of England,Co-amoxiclav,E-coli,2023-05-01,44.11
602,East of England,Co-amoxiclav,E-coli,2023-06-01,43.18
603,East of England,Co-amoxiclav,E-coli,2023-07-01,42.53
604,East of England,Co-amoxiclav,E-coli,2023-08-01,42.04
605,East of England,Co-amoxiclav,E-coli,2023-09-01,43.02
606,East of England,Co-amoxiclav,E-coli,2023-10-01,42.75
607,East of England,Co-amoxiclav,E-coli,2023-11-01,43.07
608,East of England,Co-amoxiclav,E-coli,2023-12-01,41.0
609,East of England,Co-amoxiclav,E-coli,2024-01-01,41.16
610,East of England,Co-amoxiclav,E-coli,2024-02-01,40.85
611,East of England,Co-amoxiclav,E-coli,2024-03-01,40.67
612,East of England,Co-amoxiclav,E-coli,2024-04-01,38.66
613,East of England,Co-amoxiclav,E-coli,2024-05-01,39.07
614,East of England,Co-amoxiclav,E-coli,2024-06-01,38.64
615,East of England,Co-amoxiclav,E-coli,2024-07-01,40.81
616,East of England,Co-amoxiclav,E-coli,2024-08-01,42.36
617,East of England,Co-amoxiclav,E-coli,2024-09-01,44.22
618,East of England,Co-amoxiclav,E-coli,2024-10-01,44.27
619,East of England,Co-amoxiclav,E-coli,2024-11-01,43.32
620,East of England,Co-amoxiclav,E-coli,2024-12-01,42.33
621,East of England,Co-amoxiclav,E-coli,2025-01-01,43.02
622,East of England,Co-amoxiclav,E-coli,2025-02-01,43.3
623,East of England,Co-amoxiclav,E-coli,2025-03-01,41.41
624,East of England,Co-amoxiclav,E-coli,2025-04-01,39.02
625,East of England,Co-amoxiclav,E-coli,2025-05-01,38.97
626,East of England,Co-amoxiclav,E-coli,2025-06-01,41.47
627,East of England,Gentamicin,E-coli,2020-10-01,12.47
628,East of England,Gentamicin,E-coli,2020-11-01,12.61
629,East of England,Gentamicin,E-coli,2020-12-01,11.28
630,East of England,Gentamicin,E-coli,2021-01-01,9.02
631,East of England,Gentamicin,E-coli,2021-02-01,9.76
632,East of England,Gentamicin,E-coli,2021-03-01,9.93
633,East of England,Gentamicin,E-coli,2021-04-01,10.94
634,East of England,Gentamicin,E-coli,2021-05-01,10.88
635,East of England,Gentamicin,E-coli,2021-06-01,10.08
636,East of England,Gentamicin,E-coli,2021-07-01,9.75
637,East of England,Gentamicin,E-coli,2021-08-01,8.81
638,East of England,Gentamicin,E-coli,2021-09-01,9.67
639,East of England,Gentamicin,E-coli,2021-10-01,8.93
640,East of England,Gentamicin,E-coli,2021-11-01,9.56
641,East of England,Gentamicin,E-coli,2021-12-01,9.05
642,East of England,Gentamicin,E-coli,2022-01-01,8.96
643,East of England,Gentamicin,E-coli,2022-02-01,9.18
644,East of England,Gentamicin,E-coli,2022-03-01,9.13
645,East of England,Gentamicin,E-coli,2022-04-01,9.82
646,East of England,Gentamicin,E-coli,2022-05-01,9.86
647,East of England,Gentamicin,E-coli,2022-06-01,10.71
648,East of England,Gentamicin,E-coli,2022-07-01,10.86
649,East of England,Gentamicin,E-coli,2022-08-01,9.93
650,East of England,Gentamicin,E-coli,2022-09-01,8.78
651,East of England,Gentamicin,E-coli,2022-10-01,9.56
652,East of England,Gentamicin,E-coli,2022-11-01,10.49
653,East of England,Gentamicin,E-coli,2022-12-01,12.21
654,East of England,Gentamicin,E-coli,2023-01-01,12.54
655,East of England,Gentamicin,E-coli,2023-02-01,12.2
656,East of England,Gentamicin,E-coli,2023-03-01,10.46
657,East of England,Gentamicin,E-coli,2023-04-01,10.38
658,East of England,Gentamicin,E-coli,2023-05-01,11.24
659,East of England,Gentamicin,E-coli,2023-06-01,13.29
660,East of England,Gentamicin,E-coli,2023-07-01,12.97
661,East of England,Gentamicin,E-coli,2023-08-01,12.83
662,East of England,Gentamicin,E-coli,2023-09-01,12.48
663,East of England,Gentamicin,E-coli,2023-10-01,12.07
664,East of England,Gentamicin,E-coli,2023-11-01,11.34
665,East of England,Gentamicin,E-coli,2023-12-01,10.72
666,East of England,Gentamicin,E-coli,2024-01-01,10.3
667,East of England,Gentamicin,E-coli,2024-02-01,10.02
668,East of England,Gentamicin,E-coli,2024-03-01,10.85
669,East of England,Gentamicin,E-coli,2024-04-01,11.63
670,East of England,Gentamicin,E-coli,2024-05-01,13.41
671,East of England,Gentamicin,E-coli,2024-06-01,13.19
672,East of England,Gentamicin,E-coli,2024-07-01,14.4
673,East of England,Gentamicin,E-coli,2024-08-01,14.4
674,East of England,Gentamicin,E-coli,2024-09-01,13.31
675,East of England,Gentamicin,E-coli,2024-10-01,12.11
676,East of England,Gentamicin,E-coli,2024-11-01,11.48
677,East of England,Gentamicin,E-coli,2024-12-01,11.85
678,East of England,Gentamicin,E-coli,2025-01-01,10.66
679,East of England,Gentamicin,E-coli,2025-02-01,9.59
680,East of England,Gentamicin,E-coli,2025-03-01,9.72
681,East of England,Gentamicin,E-coli,2025-04-01,10.23
682,East of England,Gentamicin,E-coli,2025-05-01,9.97
683,East of England,Gentamicin,E-coli,2025-06-01,9.94
684,East of England,Piperacillin with tazobactam,E-coli,2020-10-01,11.72
685,East of England,Piperacillin with tazobactam,E-coli,2020-11-01,9.62
686,East of England,Piperacillin with tazobactam,E-coli,2020-12-01,10.92
687,East of England,Piperacillin with tazobactam,E-coli,2021-01-01,13.11
688,East of England,Piperacillin with tazobactam,E-coli,2021-02-01,14.15
689,East of England,Piperacillin with tazobactam,E-coli,2021-03-01,13.7
690,East of England,Piperacillin with tazobactam,E-coli,2021-04-01,13.91
691,East of England,Piperacillin with tazobactam,E-coli,2021-05-01,12.53
692,East of England,Piperacillin with tazobactam,E-coli,2021-06-01,12.37
693,East of England,Piperacillin with tazobactam,E-coli,2021-07-01,11.46
694,East of England,Piperacillin with tazobactam,E-coli,2021-08-01,12.73
695,East of England,Piperacillin with tazobactam,E-coli,2021-09-01,13.17
696,East of England,Piperacillin with tazobactam,E-coli,2021-10-01,14.07
697,East of England,Piperacillin with tazobactam,E-coli,2021-11-01,14.36
698,East of England,Piperacillin with tazobactam,E-coli,2021-12-01,12.76
699,East of England,Piperacillin with tazobactam,E-coli,2022-01-01,10.61
700,East of England,Piperacillin with tazobactam,E-coli,2022-02-01,9.46
701,East of England,Piperacillin with tazobactam,E-coli,2022-03-01,9.89
702,East of England,Piperacillin with tazobactam,E-coli,2022-04-01,11.23
703,East of England,Piperacillin with tazobactam,E-coli,2022-05-01,12.24
704,East of England,Piperacillin with tazobactam,E-coli,2022-06-01,13.19
705,East of England,Piperacillin with tazobactam,E-coli,2022-07-01,13.4
706,East of England,Piperacillin with tazobactam,E-coli,2022-08-01,13.66
707,East of England,Piperacillin with tazobactam,E-coli,2022-09-01,14.65
708,East of England,Piperacillin with tazobactam,E-coli,2022-10-01,12.06
709,East of England,Piperacillin with tazobactam,E-coli,2022-11-01,10.77
710,East of England,Piperacillin with tazobactam,E-coli,2022-12-01,10.15
711,East of England,Piperacillin with tazobactam,E-coli,2023-01-01,13.91
712,East of England,Piperacillin with tazobactam,E-coli,2023-02-01,13.95
713,East of England,Piperacillin with tazobactam,E-coli,2023-03-01,14.38
714,East of England,Piperacillin with tazobactam,E-coli,2023-04-01,13.8
715,East of England,Piperacillin with tazobactam,E-coli,2023-05-01,13.95
716,East of England,Piperacillin with tazobactam,E-coli,2023-06-01,14.18
717,East of England,Piperacillin with tazobactam,E-coli,2023-07-01,14.56
718,East of England,Piperacillin with tazobactam,E-coli,2023-08-01,14.7
719,East of England,Piperacillin with tazobactam,E-coli,2023-09-01,14.68
720,East of England,Piperacillin with tazobactam,E-coli,2023-10-01,13.75
721,East of England,Piperacillin with tazobactam,E-coli,2023-11-01,13.3
722,East of England,Piperacillin with tazobactam,E-coli,2023-12-01,12.42
723,East of England,Piperacillin with tazobactam,E-coli,2024-01-01,13.51
724,East of England,Piperacillin with tazobactam,E-coli,2024-02-01,14.3
725,East of England,Piperacillin with tazobactam,E-coli,2024-03-01,13.82
726,East of England,Piperacillin with tazobactam,E-coli,2024-04-01,13.5
727,East of England,Piperacillin with tazobactam,E-coli,2024-05-01,12.71
728,East of England,Piperacillin with tazobactam,E-coli,2024-06-01,11.47
729,East of England,Piperacillin with tazobactam,E-coli,2024-07-01,11.22
730,East of England,Piperacillin with tazobactam,E-coli,2024-08-01,11.62
731,East of England,Piperacillin with tazobactam,E-coli,2024-09-01,12.78
732,East of England,Piperacillin with tazobactam,E-coli,2024-10-01,12.6
733,East of England,Piperacillin with tazobactam,E-coli,2024-11-01,13.11
734,East of England,Piperacillin with tazobactam,E-coli,2024-12-01,12.75
735,East of England,Piperacillin with tazobactam,E-coli,2025-01-01,12.6
736,East of England,Piperacillin with tazobactam,E-coli,2025-02-01,12.73
737,East of England,Piperacillin with tazobactam,E-coli,2025-03-01,13.46
738,East of England,Piperacillin with tazobactam,E-coli,2025-04-01,13.69
739,East of England,Piperacillin with tazobactam,E-coli,2025-05-01,13.74
740,East of England,Piperacillin with tazobactam,E-coli,2025-06-01,14.24
741,East of England,Third Generation Cephalosporins,E-coli,2020-10-01,14.97
742,East of England,Third Generation Cephalosporins,E-coli,2020-11-01,12.69
743,East of England,Third Generation Cephalosporins,E-coli,2020-12-01,13.47
744,East of England,Third Generation Cephalosporins,E-coli,2021-01-01,14.51
745,East of England,Third Generation Cephalosporins,E-coli,2021-02-01,15.89
746,East of England,Third Generation Cephalosporins,E-coli,2021-03-01,14.52
747,East of England,Third Generation Cephalosporins,E-coli,2021-04-01,13.67
748,East of England,Third Generation Cephalosporins,E-coli,2021-05-01,13.08
749,East of England,Third Generation Cephalosporins,E-coli,2021-06-01,13.16
750,East of England,Third Generation Cephalosporins,E-coli,2021-07-01,11.36
751,East of England,Third Generation Cephalosporins,E-coli,2021-08-01,11.9
752,East of England,Third Generation Cephalosporins,E-coli,2021-09-01,12.78
753,East of England,Third Generation Cephalosporins,E-coli,2021-10-01,13.16
754,East of England,Third Generation Cephalosporins,E-coli,2021-11-01,12.45
755,East of England,Third Generation Cephalosporins,E-coli,2021-12-01,11.53
756,East of England,Third Generation Cephalosporins,E-coli,2022-01-01,11.91
757,East of England,Third Generation Cephalosporins,E-coli,2022-02-01,12.15
758,East of England,Third Generation Cephalosporins,E-coli,2022-03-01,11.79
759,East of England,Third Generation Cephalosporins,E-coli,2022-04-01,11.68
760,East of England,Third Generation Cephalosporins,E-coli,2022-05-01,13.91
761,East of England,Third Generation Cephalosporins,E-coli,2022-06-01,15.13
762,East of England,Third Generation Cephalosporins,E-coli,2022-07-01,15.07
763,East of England,Third Generation Cephalosporins,E-coli,2022-08-01,13.56
764,East of England,Third Generation Cephalosporins,E-coli,2022-09-01,12.74
